beta,rho_mmca,rho_qmf,beta_c
0.0,1.4436894101951217e-10,0.0,0.02809556991717799
0.01,1.1828555081462533e-11,1.7694176227987233e-12,0.02809556991717799
0.02,3.70428497691774e-11,1.1050482579832591e-11,0.02809556991717799
0.03,0.0068688933219533095,0.008150814774966203,0.02809556991717799
0.04,0.05004279355438348,0.0595211074741296,0.02809556991717799
0.05,0.09993027678664103,0.11903206090674578,0.02809556991717799
0.06,0.15033198063327358,0.17924164566574322,0.02809556991717799
0.07,0.19788265753807652,0.23610278241554597,0.02809556991717799
0.08,0.24127235735332028,0.28803671661679064,0.02809556991717799
0.09,0.28025924117691714,0.3347489204604876,0.02809556991717799
0.1,0.3150787133629867,0.3765188342847344,0.02809556991717799
0.11,0.3461414298249617,0.4138367908619394,0.02809556991717799
0.12,0.37389292125447454,0.4472351464415667,0.02809556991717799
0.13,0.3987544155563562,0.47721696912402406,0.02809556991717799
0.14,0.42110180342176223,0.504230656288317,0.02809556991717799
0.15,0.44126155792254373,0.5286650455127303,0.02809556991717799
0.16,0.4595136447629411,0.5508530007332022,0.02809556991717799
0.17,0.4760968800115065,0.5710779591420976,0.02809556991717799
0.18,0.49121473648664765,0.5895810018178778,0.02809556991717799
0.19,0.505040776381411,0.6065674465302306,0.02809556991717799
0.2,0.5177234238454377,0.622212619097895,0.02809556991717799
0.21,0.5293900285717955,0.6366667506556953,0.02809556991717799
0.22,0.5401502697391117,0.6500590670897841,0.02809556991717799
0.23,0.550098983942047,0.6625011772158219,0.02809556991717799
0.24,0.559318506050382,0.6740898708941866,0.02809556991717799
0.25,0.5678806053941104,0.684909428931857,0.02809556991717799
0.26,0.5758480888569328,0.6950335325770498,0.02809556991717799
0.27,0.5832761310546835,0.7045268458313689,0.02809556991717799
0.28,0.5902133812633881,0.713446330705372,0.02809556991717799
0.29,0.5967028876660735,0.7218423443803733,0.02809556991717799
0.3,0.6027828718786569,0.7297595578521252,0.02809556991717799
