beta,rho,time_seconds
0.0,0.0,0.10077933299999131
0.01,0.0,0.15708302600069146
0.02,0.0,0.3395060630000444
0.03,0.005166699999999999,3.644691621000675
0.04,0.10628850000000002,13.711561872999482
0.05,0.17165689999999995,17.26201441899957
0.06,0.23547390000000004,19.30341588600004
0.07,0.2920366,20.612579807000657
0.08,0.34096,20.61428347400033
0.09,0.3848944000000001,21.007855104000555
0.1,0.4236173999999999,20.999061028000142
0.11,0.45809169999999994,21.079677923999952
0.12,0.4871490999999999,21.12296043399965
0.13,0.5133971,21.059622200000376
0.14,0.5371921000000001,21.00363504500001
0.15,0.5579816000000002,20.83591728800002
0.16,0.5765925000000002,20.696327587999804
0.17,0.5937824000000002,20.504486778999308
0.18,0.6092606999999998,20.537522218999584
0.19,0.6230494,20.452660754000135
0.2,0.6352459000000003,20.299326231000123
0.21,0.6476695000000002,20.153281483999308
0.22,0.6580872,20.011874046999765
0.23,0.6682054999999998,19.70905954400041
0.24,0.6778624999999998,19.509857983000074
0.25,0.6859275999999997,19.28492495499995
0.26,0.6945653999999998,19.153703177000352
0.27,0.7010035000000003,18.949367918000462
0.28,0.7087636999999998,18.884667641000306
0.29,0.7150284000000002,18.77627416299947
0.3,0.7204573999999998,18.730835931999536
