beta,rho,time_seconds
0.0,0.0,0.052483123000456544
0.01,0.0,0.06653551499948662
0.02,0.0,0.08387475899962737
0.03,0.0,0.11190166200049134
0.04,0.0,0.17870957700051804
0.05,0.0,0.4868069779995494
0.06,0.005389999999999999,3.755790922000415
0.07,0.07273230000000001,11.523072738000337
0.08,0.10378519999999998,13.933308765999755
0.09,0.1353464,16.232291521999286
0.1,0.1662093,17.742493331999867
0.11,0.19654180000000004,18.9078992929999
0.12,0.22467000000000004,19.81260932800069
0.13,0.25236200000000003,20.58455526799935
0.14,0.27692680000000003,21.120409823000045
0.15,0.3017680999999998,21.442123373999493
0.16,0.3239292,21.437298295999426
0.17,0.34521939999999995,21.512415414000316
0.18,0.36378329999999987,21.68564543100001
0.19,0.3829874999999998,21.920072376999997
0.2,0.39930030000000016,21.975594271000773
0.21,0.4154664,22.123338557000352
0.22,0.4307461000000002,22.18783069300025
0.23,0.4443504999999998,22.193379939000806
0.24,0.4571515000000002,22.165356236999287
0.25,0.46967359999999997,22.226998667999396
0.26,0.4812292,22.206687209999473
0.27,0.49258799999999975,22.263110374000462
0.28,0.5028276000000002,22.269657279999592
0.29,0.5118896000000001,22.310325840000587
0.3,0.5206540999999999,22.443329929000356
