beta,rho,time_seconds
0.0,0.0,2.1058647710015066
0.01,0.0,3.33410386700416
0.02,0.0026220999999999987,33.92828291699698
0.03,0.14172300000000004,217.08546463099628
0.04,0.2396461000000002,286.0943957470008
0.05,0.3228821000000001,313.825416736996
0.06,0.38886570000000015,319.29865842300205
0.07,0.44259949999999976,313.56730226899526
0.08,0.4870709000000001,303.38886491800076
0.09,0.5246025999999997,291.47907821199624
0.1,0.5554595000000001,279.4410096010033
0.11,0.5815115000000002,267.4551299379964
0.12,0.6040113000000003,256.1469101859984
0.13,0.6237469999999999,245.97520170499774
0.14,0.6412479000000001,236.2621533929996
0.15,0.6556038000000001,227.6902812690023
0.16,0.6689240000000002,219.51461972199468
0.17,0.6809680999999997,212.1137486410007
0.18,0.6916178,205.35838795900054
0.19,0.7012863,199.23876825600018
0.2,0.7095464,193.29368059900298
0.21,0.7175826999999998,187.97638376199757
0.22,0.7251011999999999,183.06918043600308
0.23,0.7318172,178.50461359499604
0.24,0.7376639,174.11604530999466
0.25,0.7431689000000002,170.3277113889999
0.26,0.7482865000000001,166.49308669299353
0.27,0.7531028999999999,163.0739257630048
0.28,0.7576973000000002,159.7376406149997
0.29,0.7616386000000006,156.72732930599886
0.3,0.7654458000000001,153.79902919899905
