beta,rho,time_seconds
0.0,0.0,0.05788461499969344
0.01,0.0,0.06533028200010449
0.02,0.0,0.0729228760001206
0.03,0.0,0.08203954600003271
0.04,0.0,0.09570334099998945
0.05,0.0,0.11195621299975755
0.06,0.0,0.13722864599958484
0.07,0.0,0.17754060300012497
0.08,0.0,0.2413635519997115
0.09,0.0,0.4481076030001532
0.1,0.0013007,2.0667518109999037
0.11,0.09322359999999996,11.30746549100013
0.12,0.14661579999999996,15.513636784000028
0.13,0.19468770000000007,17.92168754300019
0.14,0.23206670000000001,19.534395539999878
0.15,0.26817459999999993,20.73174963800011
0.16,0.2996820000000001,21.319232170000305
0.17,0.3274491999999999,21.626577533999807
0.18,0.3528911,21.889657461999832
0.19,0.3755607999999999,22.152626933000192
0.2,0.39456260000000015,22.374379619999672
0.21,0.4140746999999998,22.514119764000043
0.22,0.4302058999999999,22.5985903830001
0.23,0.44617710000000016,22.67623115399965
0.24,0.4605435,22.688582485999632
0.25,0.4739666000000001,22.74908851700002
0.26,0.48568849999999997,22.73549012700005
0.27,0.4971351,22.829145891999815
0.28,0.5079884,22.871747588999824
0.29,0.5179419000000002,22.971624452000015
0.3,0.5268423000000003,23.03046817700033
