beta,rho,time_seconds
0.0,0.0,0.13908516299943585
0.01,0.0,0.30957609199958824
0.02,0.0029165,3.9951302419995045
0.03,0.14351250000000004,21.327541014000417
0.04,0.24244620000000017,25.24730479899972
0.05,0.3266051000000001,25.61076622099972
0.06,0.3929839,25.83479473999978
0.07,0.44726199999999994,25.99191121199965
0.08,0.49195500000000025,25.897255870999288
0.09,0.5283624999999998,25.611801277999803
0.1,0.5595787999999998,25.061909939000543
0.11,0.5866616999999998,24.724774452999554
0.12,0.6093764,24.634649762999288
0.13,0.6296181999999998,24.484665162000056
0.14,0.6469810000000001,24.068443156000285
0.15,0.6621772999999997,23.865344236000055
0.16,0.6754989,23.59002929899998
0.17,0.6872464000000003,23.230588044000797
0.18,0.6983591,22.83015398900079
0.19,0.7084413000000004,22.59159591199932
0.2,0.7168163,22.398824118000448
0.21,0.7250221999999998,22.2360930370005
0.22,0.7327289999999995,22.05683776799924
0.23,0.7389794999999999,21.991095403000145
0.24,0.7447713000000004,21.779088107999996
0.25,0.7506543000000001,21.658811934999903
0.26,0.7562194000000004,21.60341053400043
0.27,0.7602437999999999,21.53252616000009
0.28,0.7653896000000002,21.36996798400014
0.29,0.7691336000000001,21.378343973000483
0.3,0.7733087000000001,21.37869604700063
