beta,rho,time_seconds
0.0,0.0,0.10778551900011735
0.01,0.0,0.13423835200001122
0.02,0.0,0.17585077500007174
0.03,0.0,0.24995448899971962
0.04,0.0,0.42626163299973996
0.05,0.0009960999999999995,1.8038729100003366
0.06,0.13896879999999995,14.023432522999883
0.07,0.23165639999999996,18.517359926000154
0.08,0.30489409999999995,20.43127526399985
0.09,0.3618385999999999,20.99580551600002
0.1,0.41007169999999993,21.43769791600016
0.11,0.45078030000000024,21.380350507999992
0.12,0.48432569999999986,21.59165695699994
0.13,0.5140311,21.670509493999816
0.14,0.5387094000000002,21.662298085999737
0.15,0.561108,21.57447126099987
0.16,0.5800274000000001,21.664942725999936
0.17,0.5974832000000001,21.557543384999917
0.18,0.6135897999999996,21.26882329299997
0.19,0.6265224000000003,21.56203997900002
0.2,0.6393090000000001,20.69111891800003
0.21,0.6507769,20.61560835399996
0.22,0.660989,20.281785605000096
0.23,0.6705040000000002,20.265371116000097
0.24,0.6793815000000002,19.944798752000224
0.25,0.6873124,20.062760173999777
0.26,0.6946152000000002,19.95141151100006
0.27,0.7014336999999999,19.81185447200005
0.28,0.7075753999999996,19.617239458000313
0.29,0.7140271999999998,19.48452353699986
0.3,0.7187291999999998,19.612338004999856
